"taxon";"habitat_terrestrial";"habitat_freshwater";"habitat_brackish";"habitat_marine"
"Adenosma indianum";1;NA;NA;0
"Adenosma inopinatum";1;NA;NA;0
"Adenostemma brasilianum";1;0;NA;0
"Adenostemma lavenia";1;0;NA;0
"Adenostemma mauritianum";1;0;NA;0
"Adenostemma platyphyllum";1;0;NA;0
"Adenostemma viscosum";1;0;NA;0
"Adenostyles alliariae";1;0;NA;0
"Adenostyles alpina";1;0;NA;0
"Adiantum abscissum";1;NA;NA;NA
"Adiantum aleuticum";1;NA;NA;NA
"Adiantum capillus-veneris";1;NA;NA;NA
"Adiantum caudatum";1;NA;NA;NA
"Adiantum fructuosum";1;NA;NA;NA
"Adiantum hispidulum";1;NA;NA;NA
"Adiantum latifolium";1;NA;NA;NA
"Adiantum macrophyllum";1;NA;NA;NA
"Adiantum pedatum";1;NA;NA;NA
"Adiantum raddianum";1;NA;NA;NA
"Adiantum rhizophorum";1;NA;NA;NA
"Adiantum trapeziforme";1;NA;NA;NA
"Adinobotrys atropurpureus";1;NA;NA;0
"Adistemia watsoni";1;NA;NA;0
"Adlumia fungosa";NA;NA;NA;0
"Adna anglica";NA;NA;NA;1
"Adonidia merrillii";1;NA;NA;NA
"Adonis aestivalis";1;NA;NA;0
"Adonis aestivalis aestivalis";1;NA;NA;0
"Adonis annua";1;NA;NA;0
"Adonis dentata";1;NA;NA;0
"Adonis flammea";1;NA;NA;0
"Adonis flammea flammea";1;NA;NA;0
"Adonis flammea straminea";1;NA;NA;0
"Adonis microcarpa";1;NA;NA;0
"Adonis vernalis";1;NA;NA;0
"Adoretus versutus";1;NA;NA;0
"Adoryphorus couloni";NA;NA;NA;0
"Adota maritima";1;NA;NA;0
"Adoxa moschatellina";1;NA;NA;0
"Adoxophyes privatana";1;NA;NA;0
"Adraneothrips tibialis";NA;NA;NA;0
"Adris tyrannus";1;NA;NA;0
"Aechmea bracteata";1;NA;NA;NA
"Aechmea comata";1;NA;NA;NA
"Aechmea drakeana";1;NA;NA;NA
"Aechmea miniata";1;NA;NA;NA
"Aechmea weilbachii";1;NA;NA;NA
"Aedes aegypti";1;1;NA;0
"Aedes albopictus";1;1;NA;0
"Aedes atropalpus";1;1;NA;0
"Aedes australis";1;1;NA;0
"Aedes bahamensis";NA;NA;NA;0
"Aedes camptorhynchus";1;1;NA;0
"Aedes flavopictus";1;1;NA;0
"Aedes japonicus";1;1;NA;0
"Aedes koreicus";1;1;NA;0
"Aedes nocturnus";1;1;NA;0
"Aedes notoscriptus";NA;NA;NA;0
"Aedes polynesiensis";1;1;NA;0
"Aedes subdiversus";NA;NA;NA;0
"Aedes taeniorhynchus";1;1;NA;0
"Aedes togoi";1;1;NA;0
"Aedes triceriatus";NA;NA;NA;0
"Aedes triseriatus";1;1;NA;0
"Aedes vexans";NA;NA;NA;0
"Aegilops biuncialis";1;NA;NA;NA
"Aegilops caudata";1;NA;NA;NA
"Aegilops columnaris";1;NA;NA;NA
"Aegilops crassa";1;NA;NA;NA
"Aegilops cylindrica";1;NA;NA;NA
"Aegilops geniculata";1;NA;NA;NA
"Aegilops juvenalis";1;NA;NA;NA
"Aegilops mutica";1;NA;NA;NA
"Aegilops neglecta";1;NA;NA;NA
"Aegilops speltoides";1;NA;NA;NA
"Aegilops speltoides speltoides";1;NA;NA;NA
"Aegilops tauschii";1;NA;NA;NA
"Aegilops triuncialis";1;NA;NA;NA
"Aegilops ventricosa";1;NA;NA;NA
"Aeginetia indica";1;NA;NA;0
"Aegithalos concinnus";1;0;0;0
"Aegle marmelos";1;NA;NA;0
"Aegonychon purpurocaeruleum";NA;NA;NA;0
"Aegopinella nitens";1;0;NA;0
"Aegopinella nitidula";1;0;NA;0
"Aegopodium alpestre";NA;NA;NA;0
"Aegopodium podagraria";1;NA;NA;0
"Aegosoma scabricorne";1;NA;NA;0
"Aegus acuminatus";NA;NA;NA;0
"Aegypius monachus";1;0;0;0
"Aeluropus lagopoides";NA;NA;NA;1
"Aeluropus littoralis";1;NA;NA;NA
"Aenasius flandersi";NA;NA;NA;0
"Aeolidiella sanguinea";NA;0;0;1
"Aeolosoma headleyi";0;1;NA;NA
"Aeolothrips fasciatus";1;NA;NA;0
"Aeolothrips melaleucus";NA;NA;NA;0
"Aeolus melliculus";1;NA;NA;0
"Aeonium aizoon";1;NA;NA;0
"Aeonium arboreum";1;NA;NA;0
"Aeonium arboreum arboreum";NA;NA;NA;0
"Aeonium aureum";NA;NA;NA;0
"Aeonium castello-paivae";1;NA;NA;0
"Aeonium cuneatum";1;NA;NA;0
"Aeonium decorum";1;NA;NA;0
"Aeonium floribundum";NA;NA;NA;0
"Aeonium glutinosum";NA;NA;NA;0
"Aeonium gomerense";1;NA;NA;0
"Aeonium haworthii";1;NA;NA;0
"Aeonium hybridum";NA;NA;NA;0
"Aeonium simsii";1;NA;NA;0
"Aeonium spathulatum";NA;NA;NA;0
"Aeonium undulatum";1;NA;NA;0
"Aeonium urbicum";1;NA;NA;0
"Aeonium velutinum";NA;NA;NA;0
"Aepyceros melampus";1;0;0;0
"Aequorea globosa";0;0;0;1
"Aequorea macrodactyla";NA;0;1;1
"Aerangis biloba";1;NA;NA;NA
"Aerenea quadriplagiata";NA;NA;NA;0
"Aerenicopsis championi";NA;NA;NA;0
"Aerococcus viridans";1;0;NA;0
"Aerodramus bartschi";1;0;0;0
"Aerodramus vanikorensis";1;0;0;0
"Aeromonas salmonicida";NA;1;NA;1
"Aerva javanica";1;NA;NA;0
"Aerva lanata";1;NA;NA;0
"Aerva sanguinolenta";1;NA;NA;0
"Aeschynanthus boschianus";NA;NA;NA;0
"Aeschynanthus longiflorus";NA;NA;NA;0
"Aeschynanthus parasitica";NA;NA;NA;0
"Aeschynomene americana";1;NA;NA;0
"Aeschynomene americana glandulosa";1;NA;NA;0
"Aeschynomene aspera";1;NA;NA;0
"Aeschynomene brasiliana";1;NA;NA;0
"Aeschynomene brevifolia";1;NA;NA;0
"Aeschynomene elaphroxylon";1;NA;NA;0
"Aeschynomene elegans";NA;NA;NA;0
"Aeschynomene evenia";1;NA;NA;0
"Aeschynomene falcata";1;NA;NA;0
"Aeschynomene fluitans";1;NA;NA;0
"Aeschynomene histrix";1;NA;NA;0
"Aeschynomene histrix incana";1;NA;NA;0
"Aeschynomene indica";1;0;NA;0
"Aeschynomene paniculata";1;NA;NA;0
"Aeschynomene pratensis";NA;NA;NA;0
"Aeschynomene rudis";NA;NA;NA;0
"Aeschynomene schimperi";1;NA;NA;0
"Aeschynomene sensitiva";1;NA;NA;0
"Aeschynomene uniflora";NA;NA;NA;0
"Aeschynomene villosa";1;NA;NA;0
"Aeschynomene virginica";1;NA;NA;0
"Aesculus arnoldiana";1;NA;NA;0
"Aesculus californica";1;NA;NA;0
"Aesculus carnea";1;NA;NA;0
"Aesculus chinensis";1;NA;NA;0
"Aesculus flava";1;NA;NA;0
"Aesculus glabra";NA;NA;NA;0
"Aesculus hippocastanum";1;NA;NA;0
"Aesculus indica";1;NA;NA;0
"Aesculus parviflora";1;NA;NA;0
"Aesculus pavia";1;NA;NA;0
"Aetea anguina";0;0;0;1
"Aetea ligulata";0;0;0;1
"Aetea longicollis";0;0;0;1
"Aetea sica";0;0;0;1
"Aetea truncata";0;0;0;1
"Aetheorrhiza bulbosa";NA;NA;NA;0
"Aethes rubiginana";1;NA;NA;0
"Aethes rutilana";NA;NA;NA;0
"Aethia cristatella";1;0;0;0
"Aethina tumida";1;NA;NA;0
"Aethionema arabicum";1;NA;NA;0
"Aethionema saxatile";1;NA;NA;0
"Aethopyga gouldiae";1;0;0;0
"Aethopyga saturata";1;0;0;0
"Aethusa cynapium";1;NA;NA;0
"Aethusa cynapium agrestis";1;NA;NA;0
"Aeverrillia setigera";0;0;0;1
"Aframomum melegueta";1;NA;NA;NA
"Afrixalus fulvovittatus";1;1;NA;0
"Afrocanthium mundianum";NA;NA;NA;0
"Afrocardium richardi";0;0;0;1
"Afrocarpus falcatus";1;NA;NA;NA
"Afrohybanthus caffer";1;NA;NA;0
"Afropinnotheres monodi";NA;NA;NA;1
"Afzelia martabanica";1;NA;NA;0
"Agabiformius lentus";1;0;0;0
"Agalinis heterophylla";NA;NA;NA;0
"Agalinis setacea";NA;NA;NA;0
"Agalinis tenuifolia";NA;NA;NA;0
"Agama agama";1;NA;NA;NA
"Agama planiceps";1;NA;NA;NA
"Agamyxis pectinifrons";0;1;0;0
"Aganaspis daci";1;NA;NA;0
"Agapanthus africanus";1;NA;NA;NA
"Agapanthus inapertus";1;NA;NA;NA
"Agapanthus praecox";1;NA;NA;NA
"Agapanthus praecox orientalis";1;NA;NA;NA
"Agapeta zoegana";NA;NA;NA;0
"Agapornis canus";1;0;0;0
"Agapornis fischeri";1;0;0;0
"Agapornis lilianae";1;0;0;0
"Agapornis nigrigenis";1;0;0;0
"Agapornis personatus";1;0;0;0
"Agapornis pullarius";1;0;0;0
"Agapornis roseicollis";1;0;0;0
"Agapornis taranta";1;0;0;0
"Agardhiella subulata";NA;0;0;1
"Agaricus bernardii";1;0;NA;0
"Agaricus bisporus";1;NA;NA;NA
"Agaricus bitorquis";1;NA;NA;NA
"Agaricus subperonatus";1;NA;NA;NA
"Agaricus xanthodermus";1;NA;NA;NA
"Agarista populifolia";NA;NA;NA;0
"Agarophyton vermiculophyllum";NA;NA;NA;1
"Agasicles hygrophila";NA;NA;NA;0
"Agassiziella angulipennis";NA;NA;NA;0
"Agastache foeniculum";1;NA;NA;0
"Agastache rugosa";1;NA;NA;0
"Agastache scrophulariifolia";NA;NA;NA;0
"Agastache urticifolia";1;NA;NA;0
"Agathis dammara";1;NA;NA;NA
"Agathis pumila";NA;NA;NA;0
"Agathis robusta";1;NA;NA;NA
"Agathodes designalis";NA;NA;NA;0
"Agathomyia wankowiczii";1;NA;NA;0
"Agathosma apiculata";NA;NA;NA;0
"Agathosma betulina";1;NA;NA;0
"Agathosma corymbosa";NA;NA;NA;0
"Agathosma crenulata";1;NA;NA;0
"Agathosma pulchella";NA;NA;NA;0
"Agave americana";1;NA;NA;NA
"Agave americana americana";1;NA;NA;NA
"Agave americana expansa";1;NA;NA;NA
"Agave amica";1;NA;NA;NA
"Agave angustifolia";1;NA;NA;NA
"Agave atrovirens";1;NA;NA;NA
"Agave attenuata";1;NA;NA;NA
"Agave beauleriana";1;NA;NA;NA
"Agave bracteosa";1;NA;NA;NA
"Agave cantala";1;NA;NA;NA
"Agave de-meesteriana";1;NA;NA;NA
"Agave decipiens";1;NA;NA;NA
"Agave filifera";1;NA;NA;NA
"Agave fourcroydes";1;NA;NA;NA
"Agave geminiflora";1;NA;NA;NA
"Agave kerchovei";1;NA;NA;NA
"Agave mitis";1;NA;NA;NA
"Agave parrasana";1;NA;NA;NA
"Agave potatorum";1;NA;NA;NA
"Agave salmiana";1;NA;NA;NA
"Agave salmiana ferox";1;NA;NA;NA
"Agave scabra";1;NA;NA;NA
"Agave sisalana";1;NA;NA;NA
"Agave striata";1;NA;NA;NA
"Agave vera-cruz";1;NA;NA;NA
"Agave vivipara";1;NA;NA;NA
"Agave weberi";1;NA;NA;NA
"Agave xylonacantha";1;NA;NA;NA
"Agdestis clematidea";1;NA;NA;0
"Agelaius phoeniceus";1;0;0;0
"Agelas linnaei";0;0;NA;1
"Agelasta perplexa";1;NA;NA;0
"Ageniaspis citricola";1;NA;NA;0
"Ageniaspis fuscicollis";1;NA;NA;0
"Ageniaspis testaceipes";1;NA;NA;0
"Agenodesmus nullus";1;0;NA;0
"Ageratina adenophora";1;0;NA;0
"Ageratina altissima";1;0;NA;0
"Ageratina ligustrina";1;0;NA;0
"Ageratina riparia";1;0;NA;0
"Ageratum conyzoides";1;0;NA;0
"Ageratum houstonianum";1;0;NA;0
"Agetus flaccus";0;0;1;1
"Agetus typicus";0;0;1;1
"Agglutinella arenata";NA;NA;NA;1
"Agglutinella compressa";NA;NA;NA;1
"Agglutinella robusta";NA;NA;NA;1
"Agkistrodon bilineatus";1;NA;NA;NA
"Agkistrodon contortrix";1;NA;NA;NA
"Agkistrodon piscivorus";1;1;NA;0
"Aglaia erythrosperma";NA;NA;NA;0
"Aglaia malaccensis";1;NA;NA;0
"Aglaia odorata";1;NA;NA;0
"Aglaomorpha willdenowii";1;NA;NA;NA
"Aglaonema commutatum";1;NA;NA;NA
"Aglaonema costatum";1;NA;NA;NA
"Aglaonema marantifolium";1;NA;NA;NA
"Aglaonema robeleynii";1;NA;NA;NA
"Aglaothamnion cordatum";NA;0;0;1
"Aglaothamnion feldmanniae";NA;NA;NA;1
"Aglaothamnion halliae";NA;0;0;1
"Aglaothamnion tenuissimum";NA;0;0;1
"Aglenus brunneus";1;NA;NA;0
"Aglossa caprealis";NA;NA;NA;0
"Aglossa dimidiatus";1;NA;NA;0
"Aglossa pinguinalis";1;NA;NA;0
"Aglyptinus agathidiodes";NA;NA;NA;0
"Agonis flexuosa";1;NA;NA;0
"Agonopterix alstroemeriana";NA;NA;NA;0
"Agonopterix ulicetella";NA;NA;NA;0
"Agonopterix umbellana";NA;NA;NA;0
"Agonoscelis puberula";NA;NA;NA;0
"Agonum muelleri";1;NA;NA;0
"Agoseris aurantiaca";1;0;NA;0
"Agosia chrysogaster";0;1;0;0
"Agraptocorixa hirtifrons";NA;NA;NA;0
"Agrilus anxius";1;NA;NA;0
"Agrilus cuprescens";NA;NA;NA;0
"Agrilus cyanescens";NA;NA;NA;0
"Agrilus hyperici";NA;NA;NA;0
"Agrilus mali";1;NA;NA;0
"Agrilus planipennis";1;NA;NA;0
"Agrilus prionurus";NA;NA;NA;0
"Agrilus ribesi";1;NA;NA;0
"Agrilus sinuatus";1;NA;NA;0
"Agrilus smaragdifrons";NA;NA;NA;0
"Agrilus subrobustus";NA;NA;NA;0
"Agrilus sulcicollis";NA;NA;NA;0
"Agrimonia eupatoria";1;NA;NA;0
"Agrimonia eupatoria grandis";NA;NA;NA;0
"Agrimonia microcarpa";NA;NA;NA;0
"Agrimonia parviflora";NA;NA;NA;0
"Agrimonia procera";1;NA;NA;0
"Agrimonia repens";1;NA;NA;0
"Agrimonia striata";NA;NA;NA;0
"Agriosphodrus dohrni";NA;NA;NA;0
"Agrius cingulata";1;0;NA;0
"Agrochola lota";NA;NA;NA;0
"Agrocybe cylindrica";1;NA;NA;NA
"Agrocybe putaminum";1;NA;NA;NA
"Agromyza frontella";NA;NA;NA;0
"Agropogon lutosus";1;NA;NA;NA
"Agropsar philippensis";1;0;0;0
"Agropsar sturninus";1;0;0;0
"Agropyron cristatum";1;NA;NA;NA
"Agropyron cristatum cristatum";1;NA;NA;NA
"Agropyron dasyanthum";1;NA;NA;NA
"Agropyron desertorum";1;NA;NA;NA
"Agropyron fragile";1;NA;NA;NA
"Agrostemma brachyloba";1;NA;NA;0
"Agrostemma githago";1;NA;NA;0
"Agrostis alba";1;NA;NA;NA
"Agrostis canina";1;0;NA;0
"Agrostis capillaris";1;0;NA;0
"Agrostis castellana";1;0;NA;0
"Agrostis dimorpholemma";1;NA;NA;NA
"Agrostis exarata";1;NA;NA;NA
"Agrostis fouilladeana";1;NA;NA;NA
"Agrostis gigantea";1;0;NA;0
"Agrostis hyemalis";1;NA;NA;NA
"Agrostis idahoensis";1;NA;NA;NA
"Agrostis montevidensis";1;NA;NA;NA
"Agrostis nebulosa";1;NA;NA;NA
"Agrostis pourretii";1;NA;NA;NA
"Agrostis reuteri";1;NA;NA;NA
"Agrostis scabra";1;NA;NA;NA
"Agrostis stolonifera";1;0;NA;0
"Agrostis stolonifera stolonifera";1;NA;NA;NA
"Agrostis subspicata";1;NA;NA;NA
"Agrostis tandilensis";1;NA;NA;NA
"Agrostis vinealis";1;NA;NA;NA
"Agrotis subterranea";1;NA;NA;0
"Agrypon flaveolatum";NA;NA;NA;0
"Aguriahana stellulata";NA;NA;NA;0
"Ahasverus advena";1;NA;NA;0
"Ahasverus excisus";NA;NA;NA;0
"Ahnfeltiopsis flabelliformis";NA;NA;NA;1
"Ahnfeltiopsis furcellata";NA;0;0;1
"Aichryson laxum";1;NA;NA;0
"Aidanosagitta neglecta";0;0;0;1
"Aidia cochinchinensis";1;NA;NA;0
"Ailanthus altissima";1;NA;NA;0
"Ailanthus excelsa";1;NA;NA;0
"Aimophila ruficeps";1;0;0;0
"Aiphanes horrida";1;NA;NA;NA
"Aira caryophyllea";1;NA;NA;NA
"Aira cupaniana";1;NA;NA;NA
"Aira elegans";1;NA;NA;NA
"Aira praecox";1;0;NA;0
"Aira provincialis";1;NA;NA;NA
"Airaphilus nasutus";1;NA;NA;0
"Aix galericulata";1;0;0;0
"Aix sponsa";1;0;0;0
"Aizoanthemopsis hispanica";NA;NA;NA;0
"Aizoanthemum hispanicum";NA;NA;NA;0
"Aizoon canariense";NA;NA;NA;0
"Aizoon pubescens";1;NA;NA;0
"Aizoon rigidum";NA;NA;NA;0
"Aizoon secundum";1;NA;NA;0
"Ajuga chamaepitys";1;NA;NA;0
"Ajuga chamaepitys chia";1;NA;NA;0
"Ajuga decumbens";NA;NA;NA;0
"Ajuga genevensis";1;NA;NA;0
"Ajuga iva";1;NA;NA;0
"Ajuga pyramidalis";1;NA;NA;0
"Ajuga reptans";1;NA;NA;0
"Akashiwo sanguinea";NA;0;0;1
"Akatopora leucocypha";0;0;0;1
"Akebia pentaphylla";1;NA;NA;0
"Akebia quinata";1;NA;NA;0
"Akis acuminata";1;NA;NA;0
"Akkaia taiwana";NA;NA;NA;0
"Alagoasa parana";NA;NA;NA;0
"Alamella mira";NA;NA;NA;0
"Alantsilodendron pilosum";1;NA;NA;0
"Alauda arvensis";1;0;0;0
"Albizia acle";1;NA;NA;0
"Albizia adianthifolia";NA;NA;NA;0
"Albizia adinocephala";NA;NA;NA;0
"Albizia carbonaria";NA;NA;NA;0
"Albizia chinensis";1;NA;NA;0
"Albizia coriaria";NA;NA;NA;0
"Albizia eriorhachis";1;NA;NA;0
"Albizia julibrissin";1;NA;NA;0
"Albizia lebbeck";1;NA;NA;0
"Albizia lebbekoides";1;NA;NA;0
"Albizia malacophylla";1;NA;NA;0
"Albizia niopoides";1;NA;NA;0
"Albizia odoratissima";1;NA;NA;0
"Albizia procera";1;NA;NA;0
"Albizia saponaria";NA;NA;NA;0
"Albuca bracteata";1;NA;NA;NA
"Albuca virens";1;NA;NA;NA
"Albugo candida";1;NA;NA;NA
"Albula vulpes";0;0;1;1
"Alburnoides bipunctatus";0;1;1;0
"Alburnus alburnus";0;1;1;0
"Alburnus chalcoides";0;1;1;0
"Alburnus tarichi";0;1;1;0
"Alcea biennis";1;NA;NA;0
"Alcea pallida";NA;NA;NA;0
"Alcea rosea";1;NA;NA;0
"Alcea rugosa";1;NA;NA;0
"Alcea setosa";1;NA;NA;0
"Alces alces";1;0;0;0
"Alces americanus";1;0;0;0
"Alces machlis";1;0;0;0
"Alchemilla alpina";1;NA;NA;0
"Alchemilla baltica";1;NA;NA;0
"Alchemilla conjuncta";1;NA;NA;0
"Alchemilla cymatophylla";1;NA;NA;0
"Alchemilla filicaulis";NA;NA;NA;0
"Alchemilla glabra";1;NA;NA;0
"Alchemilla glaucescens";1;NA;NA;0
"Alchemilla heptagona";1;NA;NA;0
"Alchemilla incisa";NA;NA;NA;0
"Alchemilla micans";1;NA;NA;0
"Alchemilla mollis";1;NA;NA;0
"Alchemilla monticola";1;0;NA;0
"Alchemilla murbeckiana";1;NA;NA;0
"Alchemilla nitida";NA;NA;NA;0
"Alchemilla plicata";NA;NA;NA;0
"Alchemilla propinqua";1;NA;NA;0
"Alchemilla sarmatica";1;NA;NA;0
"Alchemilla semilunaris";1;NA;NA;0
"Alchemilla sericata";1;NA;NA;0
"Alchemilla speciosa";1;NA;NA;0
"Alchemilla subcrenata";1;NA;NA;0
"Alchemilla subglobosa";NA;NA;NA;0
"Alchemilla tytthantha";1;NA;NA;0
"Alchemilla venosa";NA;NA;NA;0
"Alchemilla venosula";1;NA;NA;0
"Alchemilla vetteri";1;NA;NA;0
"Alchemilla vulgaris";NA;NA;NA;0
"Alchemilla wichurae";NA;NA;NA;0
"Alchemilla xanthochlora";1;NA;NA;0
"Alchornea latifolia";NA;NA;NA;0
"Alcippe brunnea";1;0;0;0
"Alcippe morrisonia";1;0;0;0
"Alcyonium digitatum";0;0;0;1
"Aldama tuberosa";1;0;NA;0
"Aldrovanda vesiculosa";1;NA;NA;0
"Alectoris barbara";1;0;0;0
"Alectoris chukar";1;0;0;0
"Alectoris graeca";1;0;0;0
"Alectoris melanocephala";1;0;0;0
"Alectoris rufa";1;0;0;0
"Alectra sessiliflora";1;NA;NA;0
"Alectra sessiliflora monticola";NA;NA;NA;0
"Alectra vogelii";1;NA;NA;0
"Alectryon excelsus";NA;NA;NA;0
"Alectura lathami";1;0;0;0
"Aleochara fucicola";1;NA;NA;0
"Aleochara gaudiuscula";1;NA;NA;0
"Aleochara puberula";1;0;NA;0
"Alepes djedaba";0;0;0;1
"Aletia languida";1;NA;NA;0
"Aleurites moluccanus";1;NA;NA;0
"Aleurites rockinghamensis";1;NA;NA;0
"Aleurocanthus spiniferus";NA;NA;NA;0
"Aleurocanthus woglumi";NA;NA;NA;0
"Aleurochiton acerinus";NA;NA;NA;0
"Aleuroclava aucubae";NA;NA;NA;0
"Aleuroclava guyavae";NA;NA;NA;0
"Aleuroclava jasmini";NA;NA;NA;0
"Aleuroctonus vittatus";NA;NA;NA;0
"Aleurodicus destructor";NA;NA;NA;0
"Aleurodicus dispersus";NA;NA;NA;0
"Aleurodicus dugesii";NA;NA;NA;0
"Aleurodicus floccissimus";NA;NA;NA;0
"Aleurodicus rugioperculatus";NA;NA;NA;0
"Aleurodothrips fasciapennis";1;NA;NA;0
"Aleuroglandulus subtilis";NA;NA;NA;0
"Aleurolobus marlatti";NA;NA;NA;0
"Aleuroplatus perseaphagus";NA;NA;NA;0
"Aleuropteridis filicicola";NA;NA;NA;0
"Aleuropteryx juniperi";NA;NA;NA;0
"Aleurothrixus floccosus";NA;NA;NA;0
"Aleurotrachelus atratus";NA;NA;NA;0
"Aleurotrachelus trachoides";NA;NA;NA;0
"Aleurotulus anthuricola";NA;NA;NA;0
"Aleurotulus nephrolepidis";NA;NA;NA;0
"Alexandrium acatenella";0;0;NA;1
"Alexandrium affine";NA;NA;NA;1
"Alexandrium andersonii";0;NA;NA;1
"Alexandrium australiense";NA;NA;NA;1
"Alexandrium balechii";NA;NA;NA;1
"Alexandrium catenella";0;0;0;1
"Alexandrium cohorticula";NA;NA;NA;1
"Alexandrium compressum";NA;NA;NA;1
"Alexandrium concavum";NA;NA;NA;1
"Alexandrium fraterculus";0;NA;NA;1
"Alexandrium globosum";NA;NA;NA;1
"Alexandrium hiranoi";NA;NA;NA;1
"Alexandrium insuetum";NA;NA;NA;1
"Alexandrium leei";NA;0;0;1
"Alexandrium margalefii";NA;NA;NA;1
"Alexandrium minutum";0;0;1;1
"Alexandrium monilatum";0;0;NA;1
"Alexandrium ostenfeldii";0;0;0;1
"Alexandrium pacificum";NA;NA;NA;1
"Alexandrium pseudogonyaulax";0;0;NA;1
"Alexandrium tamarense";NA;0;0;1
"Alexandrium tamiyavanichii";0;0;NA;1
"Alexandrium tamutum";NA;NA;NA;1
"Alexandrium taylori";NA;NA;NA;1
"Alexandrium tropicale";0;NA;NA;1
"Aleyrodes proletella";1;NA;NA;0
"Algarobius bottimeri";NA;NA;NA;0
"Algarobius prosopis";1;NA;NA;0
"Algyroides nigropunctatus";1;NA;NA;NA
"Alhagi maurorum";1;NA;NA;0
"Aliculastrum cylindricum";NA;0;0;1
"Alisma gramineum";1;1;NA;NA
"Alisma lanceolatum";NA;1;NA;NA
"Alisma plantago-aquatica";1;1;NA;0
"Alisma subcordatum";NA;1;NA;NA
"Alissonotum pauper";1;NA;NA;0
"Alisterus scapularis";1;0;0;0
"Alitta succinea";0;1;0;1
"Alitta virens";0;0;1;1
"Alkanna primuliflora";1;NA;NA;0
"Alkanna tinctoria";1;NA;NA;0
"Alkekengi indica";1;NA;NA;0
"Alkekengi officinarum";1;NA;NA;0
"Alkmaria romijni";0;1;1;1
"Alkmaria rominji";0;0;0;1
"Allajulus nitidus";1;0;NA;0
"Allamanda blanchetii";1;NA;NA;0
"Allamanda cathartica";1;NA;NA;0
"Allamanda schottii";1;NA;NA;0
"Allantus basalis";NA;NA;NA;0
"Allantus cinctus";NA;NA;NA;0
"Allantus viennensis";NA;NA;NA;0
"Allaphis foxtonensis";NA;NA;NA;0
"Alliaria petiolata";1;NA;NA;0
"Alligator mississippiensis";1;1;1;0
"Allium altissimum";1;NA;NA;NA
"Allium ampeloprasum";1;NA;NA;NA
"Allium angulosum";1;NA;NA;NA
"Allium ascalonicum";1;NA;NA;NA
"Allium atropurpureum";1;NA;NA;NA
"Allium atroviolaceum";1;NA;NA;NA
"Allium carinatum";1;NA;NA;NA
"Allium cepa";1;NA;NA;NA
"Allium cepa cepa";1;NA;NA;NA
"Allium cernuum";1;NA;NA;NA
"Allium chinense";1;NA;NA;NA
"Allium christophii";1;NA;NA;NA
"Allium cristophii";1;NA;NA;NA
"Allium cyrilli";1;NA;NA;NA
"Allium fistulosum";1;NA;NA;NA
"Allium flavum";1;NA;NA;NA
"Allium giganteum";1;NA;NA;NA
"Allium hollandicum";1;NA;NA;NA
"Allium karataviense";1;NA;NA;NA
"Allium lusitanicum";1;NA;NA;NA
"Allium macleanii";1;NA;NA;NA
"Allium moly";1;NA;NA;NA
"Allium multibulbosum";1;NA;NA;NA
"Allium multiflorum";1;NA;NA;NA
"Allium narcissiflorum";1;NA;NA;NA
"Allium neapolitanum";1;NA;NA;NA
"Allium nigrum";1;NA;NA;NA
"Allium obliquum";1;NA;NA;NA
"Allium oleraceum";1;NA;NA;NA
"Allium paniculatum";1;NA;NA;NA
"Allium paradoxum";1;NA;NA;NA
"Allium pendulinum";1;NA;NA;NA
"Allium proliferum";1;NA;NA;NA
"Allium ramosum";1;NA;NA;NA
"Allium roseum";1;NA;NA;NA
"Allium rotundum";1;NA;NA;NA
"Allium sativum";1;NA;NA;NA
"Allium schoenoprasum";1;NA;NA;NA
"Allium scorodoprasum";1;NA;NA;NA
"Allium siculum";1;NA;NA;NA
"Allium sphaerocephalon";1;NA;NA;NA
"Allium stipitatum";1;NA;NA;NA
"Allium subhirsutum";1;NA;NA;NA
"Allium triquetrum";1;NA;NA;NA
"Allium tuberosum";1;NA;NA;NA
"Allium unifolium";1;NA;NA;NA
"Allium victorialis";1;NA;NA;NA
"Allium vineale";1;NA;NA;NA
"Allium vineale vineale";1;NA;NA;NA
"Allium zebdanense";1;NA;NA;NA
"Allmania nodiflora";NA;NA;NA;0
"Allocasuarina acuaria";1;NA;NA;0
"Allocasuarina decaisneana";1;NA;NA;0
"Allocasuarina diminuta";NA;NA;NA;0
"Allocasuarina drummondiana";NA;NA;NA;0
"Allocasuarina littoralis";1;NA;NA;0
"Allocasuarina paludosa";NA;NA;NA;0
"Allocasuarina torulosa";1;NA;NA;0
"Allocasuarina verticillata";1;NA;NA;0
"Allocorynus mollis";NA;NA;NA;0
"Alloeocarpa loculosa";0;0;0;1
"Alloeorhynchus maculosus";NA;NA;NA;0
"Alloglossidium corti";NA;1;NA;NA
"Allograpta exotica";NA;NA;NA;0
"Allokermes galliformis";NA;NA;NA;0
"Allolepidapedon fistulariae";NA;NA;NA;1
"Allolobophora chlorotica";1;0;NA;0
"Allolobophora georgii";1;0;NA;0
"Allolobophora japonica";1;0;NA;0
"Allolobophora muldali";1;0;NA;0
"Allolobophora parva";1;0;NA;0
"Allolobophora smaragdina";1;0;NA;0
"Allolobophoridella eiseni";1;0;NA;0
"Alloniscus oahuensis";1;0;0;0
"Allonyx quadrimaculatus";1;NA;NA;0
"Allopauropus pseudomillotianus";1;0;NA;0
